"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests in a directory",""
"skipped","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_skipped",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe parametrized tests: api",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe parametrized tests: ui",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_configuration","","","","Options affecting test selection",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Overriding fixtures on various levels",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Divide a test into steps",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_failed",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_organize_tests","","","","Test Behavior-based hierarchy",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by keyword expressions",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_passed",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","Tests for parent_suite","Tests for suite","Tests for sub_suite","","","Test Suite-based hierarchy",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Specify description, links and other metadata","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test fixtures Teardown/Cleanup",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_configuration","","","","Test Options affecting results collection",""
"broken","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_broken",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Requesting fixtures",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Safe fixture structure",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test fixtures scope",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by marker expressions",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Autouse fixtures",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests in a module",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_organize_tests","","","","Test Packages-based hierarchy",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Behavior-based hierarchy",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe fixtures",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by collection arguments",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","Tests for parent_suite","Tests for suite","Tests for sub_suite","","","Test Suite-based hierarchy",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Specifying which tests to run",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Using markers to pass data to fixtures",""
"passed","Thu Jul 03 05:51:36 GMT 2025","Thu Jul 03 05:51:36 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Packages-based hierarchy",""
