"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Packages-based hierarchy",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_failed",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe fixtures",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by collection arguments",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests in a directory",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_organize_tests","","","","Test Packages-based hierarchy",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Specify description, links and other metadata","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Behavior-based hierarchy",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Specifying which tests to run",""
"broken","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests","Tag","","","","Create a tag under repo",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by keyword expressions",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test fixtures Teardown/Cleanup",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Overriding fixtures on various levels",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_configuration","","","","Test Options affecting results collection",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe parametrized tests: ui",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_passed",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_configuration","","","","Options affecting test selection",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Requesting fixtures",""
"broken","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_broken",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe parametrized tests: api",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests in a module",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_organize_tests","","","","Test Behavior-based hierarchy",""
"skipped","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_skipped",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","1","Tests for parent_suite","Tests for suite","Tests for sub_suite","","","Test Suite-based hierarchy",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test fixtures scope",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Using markers to pass data to fixtures",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Safe fixture structure",""
"broken","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests","Users","","","","Query for non-existing personal repository",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Autouse fixtures",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Divide a test into steps",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","1","Tests for parent_suite","Tests for suite","Tests for sub_suite","","","Test Suite-based hierarchy",""
"passed","Mon Jul 07 11:35:05 GMT 2025","Mon Jul 07 11:35:05 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by marker expressions",""
