"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","Tests for parent_suite","Tests for suite","Tests for sub_suite","","","Test Suite-based hierarchy",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Specify description, links and other metadata","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe parametrized tests: api",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Divide a test into steps",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Specifying which tests to run",""
"broken","Wed Jul 09 16:53:45 GMT 2025","Wed Jul 09 16:54:09 GMT 2025","24001","tests.pytest_doc.how_to","test_status","","","","This test fixture teardown is broken",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe fixtures",""
"passed","Wed Jul 09 16:54:14 GMT 2025","Wed Jul 09 16:54:18 GMT 2025","3713","tests","Tag","","","","Create a tag under repo",""
"passed","Wed Jul 09 16:53:35 GMT 2025","Wed Jul 09 16:53:35 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by keyword expressions",""
"broken","Wed Jul 09 16:53:39 GMT 2025","Wed Jul 09 16:53:39 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","This test fixture setup is broken",""
